UT__yyyy-mm-ddThh:mm:ss.sssZ,FGS-D_B_TOTAL__nT_(All_Qs),BX_FGS-D_(@_1_)_nT_GSM,BY_FGS-D_(@_2_)_nT_GSM,BZ_FGS-D_(@_3_)_nT_GSM
2008-08-13T00:59:16.284Z,2.90625,1.43355,-1.08048,-2.28556
2008-08-13T00:59:19.295Z,2.82970,1.44926,-0.804332,-2.29344
2008-08-13T00:59:22.305Z,2.87419,1.50402,-0.825097,-2.30611
2008-08-13T00:59:25.315Z,2.79969,1.23549,-0.836112,-2.36913
2008-08-13T00:59:28.325Z,2.94405,1.47777,-0.831222,-2.40680
2008-08-13T00:59:31.336Z,2.86786,1.35544,-0.885686,-2.36706
2008-08-13T00:59:34.346Z,2.95453,1.46631,-0.977580,-2.37139
2008-08-13T00:59:37.356Z,2.87552,1.31099,-0.956134,-2.37397
2008-08-13T00:59:40.367Z,2.88583,1.22393,-0.939078,-2.43888
2008-08-13T00:59:43.377Z,2.84445,1.27470,-0.907139,-2.37553
2008-08-13T00:59:46.387Z,2.97587,1.38706,-1.07504,-2.40337
2008-08-13T00:59:49.397Z,2.88080,1.26635,-1.05090,-2.36452
2008-08-13T00:59:52.408Z,2.92927,1.17595,-1.41477,-2.27952
2008-08-13T00:59:55.418Z,2.91536,1.01799,-1.56141,-2.24165
2008-08-13T00:59:58.428Z,2.86883,0.985554,-1.37975,-2.31412
2008-08-13T01:00:01.439Z,2.90546,0.949308,-1.68246,-2.17021
2008-08-13T01:00:04.449Z,2.96099,1.06097,-1.50651,-2.31780
2008-08-13T01:00:07.459Z,2.88931,1.21345,-1.34955,-2.24819
2008-08-13T01:00:10.469Z,2.96300,1.21038,-1.37265,-2.33028
2008-08-13T01:00:13.480Z,2.84762,1.15488,-1.09473,-2.36151
2008-08-13T01:00:16.490Z,2.84652,1.22575,-0.946841,-2.38824
2008-08-13T01:00:19.500Z,2.92194,1.20573,-1.27761,-2.33488
2008-08-13T01:00:22.511Z,2.87516,1.15408,-0.988451,-2.44083
2008-08-13T01:00:25.521Z,3.00214,1.25641,-1.19325,-2.45162
2008-08-13T01:00:28.531Z,2.97413,1.24147,-0.998099,-2.51157
2008-08-13T01:00:31.541Z,3.01806,1.27072,-1.33844,-2.38800
2008-08-13T01:00:34.552Z,2.93799,1.34648,-0.899782,-2.45136
2008-08-13T01:00:37.562Z,2.94632,1.24385,-1.05930,-2.45184
2008-08-13T01:00:40.572Z,2.89839,1.17987,-1.01703,-2.44422
2008-08-13T01:00:43.583Z,2.93992,1.14832,-1.32526,-2.35970
2008-08-13T01:00:46.593Z,2.88069,1.10047,-1.27029,-2.33959
2008-08-13T01:00:49.603Z,2.96453,1.02982,-1.42956,-2.38417
2008-08-13T01:00:52.613Z,2.89341,1.07865,-1.19389,-2.40478
2008-08-13T01:00:55.624Z,2.99726,1.19176,-1.34548,-2.39853
2008-08-13T01:00:58.634Z,2.99721,1.06621,-1.24909,-2.50724
2008-08-13T01:01:01.644Z,2.99002,1.02892,-1.38819,-2.44018
2008-08-13T01:01:04.655Z,2.99858,1.07843,-1.34805,-2.45178
2008-08-13T01:01:07.665Z,2.97390,1.00818,-1.28474,-2.48538
2008-08-13T01:01:10.675Z,2.94979,1.00876,-1.27160,-2.46307
2008-08-13T01:01:13.685Z,2.95817,0.936170,-1.28053,-2.49692
2008-08-13T01:01:16.696Z,2.96489,1.05127,-1.32457,-2.43535
2008-08-13T01:01:19.706Z,2.97419,1.19200,-1.23351,-2.42969
2008-08-13T01:01:22.716Z,2.90580,0.992828,-1.36860,-2.36324
2008-08-13T01:01:25.727Z,2.96611,1.11621,-1.30990,-2.41579
2008-08-13T01:01:28.737Z,2.97544,1.05066,-1.35905,-2.42947
2008-08-13T01:01:31.747Z,3.08020,1.24252,-1.31285,-2.49403
2008-08-13T01:01:34.757Z,3.00469,1.15294,-1.27307,-2.46540
2008-08-13T01:01:37.768Z,3.06594,1.10791,-1.47266,-2.45026
2008-08-13T01:01:40.778Z,2.92935,0.928358,-1.38953,-2.40592
2008-08-13T01:01:43.788Z,2.99167,1.23278,-1.04839,-2.51620
2008-08-13T01:01:46.798Z,2.95817,1.27290,-1.15910,-2.40561
2008-08-13T01:01:49.809Z,2.99104,1.35736,-1.10106,-2.42726
2008-08-13T01:01:52.819Z,2.95617,1.47023,-1.02881,-2.34924
2008-08-13T01:01:55.829Z,2.94572,1.41854,-1.14868,-2.31204
2008-08-13T01:01:58.840Z,2.96443,1.44150,-1.15157,-2.32030
2008-08-13T01:02:01.850Z,2.95098,1.36237,-0.946055,-2.44075
2008-08-13T01:02:04.860Z,2.99680,1.49353,-1.12657,-2.34116
2008-08-13T01:02:07.870Z,2.93243,1.38835,-0.904174,-2.41952
2008-08-13T01:02:10.881Z,2.98945,1.36580,-1.16487,-2.39050
2008-08-13T01:02:13.891Z,2.90697,1.37952,-0.999117,-2.35566
2008-08-13T01:02:16.901Z,3.01001,1.42785,-1.26784,-2.32679
2008-08-13T01:02:19.912Z,2.82178,1.16043,-1.06714,-2.34032
2008-08-13T01:02:22.922Z,2.93980,1.35663,-1.27508,-2.27511
2008-08-13T01:02:25.932Z,2.86254,1.35780,-0.911335,-2.34947
2008-08-13T01:02:28.942Z,2.92901,1.37748,-1.30780,-2.22964
2008-08-13T01:02:31.953Z,2.85723,1.33812,-1.06327,-2.28969
2008-08-13T01:02:34.963Z,2.98570,1.28826,-1.45489,-2.26674
2008-08-13T01:02:37.973Z,2.93633,1.00363,-1.45156,-2.34686
2008-08-13T01:02:40.984Z,2.94043,0.680533,-1.69407,-2.30503
2008-08-13T01:02:43.994Z,2.90373,0.676057,-1.53643,-2.36939
2008-08-13T01:02:47.004Z,2.97030,0.899181,-1.54751,-2.37053
2008-08-13T01:02:50.014Z,2.92557,0.726314,-1.52606,-2.38800
2008-08-13T01:02:53.025Z,2.91143,0.744413,-1.58446,-2.32632
2008-08-13T01:02:56.035Z,2.81533,0.717353,-1.54926,-2.23859
2008-08-13T01:02:59.045Z,2.83022,0.598773,-1.32163,-2.43000
2008-08-13T01:03:02.056Z,2.87830,0.722751,-1.45452,-2.37626
2008-08-13T01:03:05.066Z,2.98196,0.808645,-1.61563,-2.37233
2008-08-13T01:03:08.076Z,2.97615,0.661243,-1.79796,-2.27761
2008-08-13T01:03:11.086Z,2.93531,1.26359,-1.19770,-2.36325
2008-08-13T01:03:14.097Z,2.86488,1.27798,-1.01049,-2.35652
2008-08-13T01:03:17.107Z,2.91860,1.23526,-0.989662,-2.45212
2008-08-13T01:03:20.117Z,2.92490,1.46184,-0.988560,-2.33256
2008-08-13T01:03:23.128Z,2.87866,1.40414,-0.962858,-2.32120
2008-08-13T01:03:26.138Z,2.82310,1.28117,-1.12306,-2.25105
2008-08-13T01:03:29.148Z,2.85382,1.27720,-1.05258,-2.32488
2008-08-13T01:03:32.158Z,2.81839,1.06023,-1.03586,-2.39712
2008-08-13T01:03:35.169Z,2.96398,1.22454,-1.23744,-2.39885
2008-08-13T01:03:38.179Z,2.97463,0.911898,-1.57841,-2.35064
2008-08-13T01:03:41.189Z,2.95465,0.816885,-1.43368,-2.45096
2008-08-13T01:03:44.200Z,2.93245,0.728759,-1.49096,-2.41768
2008-08-13T01:03:47.210Z,2.85325,0.755101,-1.20032,-2.47590
2008-08-13T01:03:50.220Z,2.96534,0.923181,-1.44168,-2.42127
2008-08-13T01:03:53.230Z,2.92142,0.872209,-1.23058,-2.50193
2008-08-13T01:03:56.241Z,2.92937,0.925565,-1.39358,-2.40468
2008-08-13T01:03:59.251Z,2.90594,0.983148,-1.17167,-2.47085
2008-08-13T01:04:02.261Z,2.93696,1.18714,-1.34677,-2.32436
2008-08-13T01:04:05.272Z,2.82795,1.03838,-1.14140,-2.36987
2008-08-13T01:04:08.282Z,2.94887,1.15243,-1.35343,-2.35286
2008-08-13T01:04:11.292Z,2.86500,0.988361,-1.20775,-2.40264
2008-08-13T01:04:14.302Z,2.95204,1.08897,-1.28852,-2.42247
2008-08-13T01:04:17.313Z,2.91425,1.08660,-1.11001,-2.46578
2008-08-13T01:04:20.323Z,2.95791,1.12442,-1.31179,-2.40086
2008-08-13T01:04:23.333Z,2.85774,0.882330,-1.18269,-2.44732
2008-08-13T01:04:26.344Z,2.90245,1.02460,-1.23985,-2.41602
2008-08-13T01:04:29.354Z,2.92392,1.11902,-1.02232,-2.50040
2008-08-13T01:04:32.364Z,2.95452,1.17789,-1.17759,-2.44030
2008-08-13T01:04:35.374Z,2.95510,0.970522,-1.07923,-2.57409
2008-08-13T01:04:38.385Z,2.97881,1.14994,-1.25852,-2.44276
2008-08-13T01:04:41.395Z,2.91775,1.02472,-1.32513,-2.38898
2008-08-13T01:04:44.405Z,2.99428,1.10138,-1.24943,-2.48830
2008-08-13T01:04:47.416Z,2.92393,1.01278,-1.25342,-2.43979
2008-08-13T01:04:50.426Z,2.99208,1.19666,-0.940275,-2.57613
2008-08-13T01:04:53.436Z,2.98651,1.23283,-0.908822,-2.56386
2008-08-13T01:04:56.446Z,3.02074,1.14002,-0.945869,-2.63260
2008-08-13T01:04:59.457Z,2.96751,1.07810,-0.970819,-2.58869
2008-08-13T01:05:02.467Z,3.01579,1.19113,-0.898745,-2.62077
2008-08-13T01:05:05.477Z,3.03253,1.31099,-0.851039,-2.59870
2008-08-13T01:05:08.487Z,3.03885,1.30347,-0.974566,-2.56628
2008-08-13T01:05:11.498Z,2.96044,1.20482,-1.08693,-2.47613
2008-08-13T01:05:14.508Z,2.98682,1.28997,-1.04578,-2.48262
2008-08-13T01:05:17.518Z,2.89185,1.18057,-1.03884,-2.42691
2008-08-13T01:05:20.529Z,2.99054,1.28156,-0.910974,-2.54382
2008-08-13T01:05:23.539Z,2.94558,1.24976,-1.00293,-2.47158
2008-08-13T01:05:26.549Z,3.00401,1.19808,-1.05907,-2.54304
2008-08-13T01:05:29.559Z,2.91639,1.10222,-1.05756,-2.48435
2008-08-13T01:05:32.570Z,2.91942,1.26735,-0.809528,-2.50230
2008-08-13T01:05:35.580Z,2.98441,1.29200,-1.23981,-2.38754
2008-08-13T01:05:38.590Z,2.86053,1.16307,-0.900579,-2.45334
2008-08-13T01:05:41.601Z,2.93910,1.21309,-1.15841,-2.41346
2008-08-13T01:05:44.611Z,2.94647,1.41450,-0.803572,-2.45666
2008-08-13T01:05:47.621Z,2.95759,1.20216,-1.16441,-2.43850
2008-08-13T01:05:50.631Z,2.88729,1.24400,-0.855354,-2.46115
2008-08-13T01:05:53.642Z,3.00173,1.41983,-1.14319,-2.38487
2008-08-13T01:05:56.652Z,2.87863,1.25460,-0.910774,-2.42549
2008-08-13T01:05:59.662Z,2.95151,1.37828,-0.978399,-2.41960
2008-08-13T01:06:02.673Z,2.93151,1.36335,-0.739326,-2.48766
2008-08-13T01:06:05.683Z,3.00029,1.38054,-1.06767,-2.44048
2008-08-13T01:06:08.693Z,2.91617,1.42591,-0.910662,-2.37518
2008-08-13T01:06:11.703Z,2.89931,1.49157,-0.950962,-2.29715
2008-08-13T01:06:14.714Z,2.90938,1.29428,-0.828722,-2.47034
2008-08-13T01:06:17.724Z,2.95999,1.37533,-0.918828,-2.45474
2008-08-13T01:06:20.734Z,2.92271,1.36494,-0.749208,-2.47344
2008-08-13T01:06:23.745Z,2.95447,1.45551,-0.953535,-2.38770
2008-08-13T01:06:26.755Z,3.03621,1.32860,-1.08060,-2.50713
2008-08-13T01:06:29.765Z,2.94852,1.06325,-1.14916,-2.49854
2008-08-13T01:06:32.775Z,2.87625,1.00069,-1.12395,-2.45116
2008-08-13T01:06:35.786Z,3.03477,1.32191,-1.12916,-2.48745
2008-08-13T01:06:38.796Z,2.95526,1.32756,-1.03290,-2.42987
2008-08-13T01:06:41.806Z,3.00417,1.31766,-1.04065,-2.49116
2008-08-13T01:06:44.817Z,2.88751,1.29131,-1.00552,-2.37889
2008-08-13T01:06:47.827Z,2.94742,1.02788,-1.17747,-2.49886
2008-08-13T01:06:50.837Z,2.94082,1.08233,-1.14183,-2.48459
2008-08-13T01:06:53.847Z,3.03785,1.21069,-1.10674,-2.55693
2008-08-13T01:06:56.858Z,2.94273,1.07597,-1.23452,-2.44498
2008-08-13T01:06:59.868Z,3.00856,1.24689,-1.11357,-2.50133
2008-08-13T01:07:02.878Z,2.88051,1.00591,-1.04617,-2.48817
2008-08-13T01:07:05.889Z,3.00455,1.38881,-0.975053,-2.47948
2008-08-13T01:07:08.899Z,2.94584,1.28727,-1.09519,-2.41277
2008-08-13T01:07:11.909Z,2.96813,1.40438,-1.01828,-2.40844
2008-08-13T01:07:14.919Z,2.89342,1.16541,-1.15236,-2.38449
2008-08-13T01:07:17.930Z,2.91683,1.18327,-1.10347,-2.42696
2008-08-13T01:07:20.940Z,2.88246,1.20430,-0.901140,-2.45890
2008-08-13T01:07:23.950Z,2.99879,1.34091,-0.843853,-2.54610
2008-08-13T01:07:26.961Z,2.91272,1.24824,-0.707574,-2.53479
2008-08-13T01:07:29.971Z,2.91508,1.29364,-0.697692,-2.51743
2008-08-13T01:07:32.981Z,2.92964,1.31345,-1.02943,-2.40789
2008-08-13T01:07:35.991Z,2.86017,1.31279,-0.933206,-2.36353
2008-08-13T01:07:39.002Z,2.97939,1.26990,-1.24847,-2.38860
2008-08-13T01:07:42.012Z,2.88981,1.22510,-0.967326,-2.43196
2008-08-13T01:07:45.022Z,2.99289,1.26302,-1.15654,-2.45451
2008-08-13T01:07:48.033Z,2.96515,1.28114,-1.14331,-2.41736
2008-08-13T01:07:51.043Z,2.91204,1.21331,-1.33939,-2.28339
2008-08-13T01:07:54.053Z,2.87020,1.16094,-1.10523,-2.38091
2008-08-13T01:07:57.063Z,2.98290,1.23756,-1.38774,-2.33245
2008-08-13T01:08:00.074Z,2.85490,1.12262,-1.23801,-2.31463
2008-08-13T01:08:03.084Z,2.94119,1.25238,-1.23665,-2.35645
2008-08-13T01:08:06.094Z,2.83470,1.16662,-0.983756,-2.38888
2008-08-13T01:08:09.105Z,2.94478,1.22240,-1.34346,-2.31788
2008-08-13T01:08:12.115Z,2.85956,1.15505,-1.15038,-2.34938
2008-08-13T01:08:15.125Z,2.95189,1.16304,-1.35818,-2.34869
2008-08-13T01:08:18.135Z,2.89664,1.13154,-1.03020,-2.45943
2008-08-13T01:08:21.146Z,2.97084,1.19505,-1.22569,-2.42805
2008-08-13T01:08:24.156Z,2.95151,1.14666,-1.16294,-2.45849
2008-08-13T01:08:27.166Z,2.95759,1.23134,-1.17387,-2.41933
2008-08-13T01:08:30.176Z,2.89399,1.08190,-1.16247,-2.41936
2008-08-13T01:08:33.187Z,2.91446,1.12558,-1.23493,-2.38791
2008-08-13T01:08:36.197Z,2.92665,1.11878,-1.24891,-2.39871
2008-08-13T01:08:39.207Z,2.94722,1.24011,-1.12140,-2.42709
2008-08-13T01:08:42.218Z,2.92206,1.28907,-1.12047,-2.37092
2008-08-13T01:08:45.228Z,2.89635,1.36675,-1.06845,-2.31932
2008-08-13T01:08:48.238Z,2.82895,1.28650,-0.974916,-2.32324
2008-08-13T01:08:51.248Z,2.90578,1.28582,-0.894616,-2.44743
2008-08-13T01:08:54.259Z,2.86156,1.23933,-0.835063,-2.44034
2008-08-13T01:08:57.269Z,2.90120,1.20296,-0.726274,-2.53818
2008-08-13T01:09:00.279Z,2.86394,1.17045,-0.845335,-2.47338
2008-08-13T01:09:03.290Z,2.91631,0.999021,-0.901585,-2.58727
2008-08-13T01:09:06.300Z,2.86014,1.09735,-0.878783,-2.49078
2008-08-13T01:09:09.310Z,2.93186,1.28577,-0.928240,-2.46597
2008-08-13T01:09:12.320Z,2.88057,1.35656,-1.05841,-2.31024
2008-08-13T01:09:15.331Z,2.95752,1.23675,-1.12715,-2.43863
2008-08-13T01:09:18.341Z,2.79166,1.13532,-1.06298,-2.31830
2008-08-13T01:09:21.351Z,2.96173,1.30688,-1.21523,-2.36372
2008-08-13T01:09:24.362Z,2.93442,1.35135,-1.12826,-2.34771
2008-08-13T01:09:27.372Z,2.95031,1.31858,-0.847298,-2.49955
2008-08-13T01:09:30.382Z,2.96508,1.27175,-0.966596,-2.49801
2008-08-13T01:09:33.392Z,2.88382,1.34938,-0.729165,-2.44212
2008-08-13T01:09:36.403Z,2.94672,1.32403,-1.04874,-2.41459
2008-08-13T01:09:39.413Z,2.86708,1.31379,-0.852875,-2.40139
2008-08-13T01:09:42.423Z,2.97080,1.26266,-1.19036,-2.41130
2008-08-13T01:09:45.434Z,2.85873,1.18841,-0.913962,-2.43407
2008-08-13T01:09:48.444Z,2.98075,1.26913,-1.18290,-2.42383
2008-08-13T01:09:51.454Z,2.91128,1.14509,-0.982546,-2.48976
2008-08-13T01:09:54.464Z,2.98175,1.09294,-1.35637,-2.42004
2008-08-13T01:09:57.475Z,2.89190,1.37132,-0.886485,-2.38678
2008-08-13T01:10:00.485Z,2.92664,1.29812,-1.04130,-2.40744
2008-08-13T01:10:03.495Z,2.85998,1.14269,-1.04026,-2.40657
2008-08-13T01:10:06.506Z,2.99086,1.05115,-1.41553,-2.41591
2008-08-13T01:10:09.516Z,2.92366,1.17658,-1.10015,-2.43990
2008-08-13T01:10:12.526Z,3.03840,1.22008,-1.39877,-2.40556
2008-08-13T01:10:15.536Z,2.93097,1.04082,-1.22537,-2.45066
2008-08-13T01:10:18.547Z,3.01177,1.15017,-1.43463,-2.38531
2008-08-13T01:10:21.557Z,2.91898,1.12714,-1.31788,-2.34802
2008-08-13T01:10:24.567Z,3.00939,1.23974,-1.54243,-2.26725
2008-08-13T01:10:27.578Z,2.99493,1.14426,-1.50054,-2.32565
2008-08-13T01:10:30.588Z,2.96230,1.19380,-1.15737,-2.45165
2008-08-13T01:10:33.598Z,2.86109,1.00641,-1.14592,-2.42072
2008-08-13T01:10:36.608Z,2.89346,1.03792,-1.02731,-2.49789
2008-08-13T01:10:39.619Z,2.89825,1.09831,-1.12421,-2.43510
2008-08-13T01:10:42.629Z,2.95074,1.25604,-1.02543,-2.46531
2008-08-13T01:10:45.639Z,2.90081,1.21838,-1.03572,-2.42023
2008-08-13T01:10:48.650Z,2.91466,1.11775,-1.08502,-2.46346
2008-08-13T01:10:51.660Z,2.88733,1.02149,-1.19450,-2.42206
2008-08-13T01:10:54.670Z,2.89209,0.956206,-1.39074,-2.34855
2008-08-13T01:10:57.680Z,2.90248,0.992600,-1.42688,-2.32447
2008-08-13T01:11:00.691Z,2.92204,1.01508,-1.32047,-2.40089
2008-08-13T01:11:03.701Z,2.91974,1.00490,-1.41223,-2.34961
2008-08-13T01:11:06.711Z,2.92106,0.876960,-1.37258,-2.42477
2008-08-13T01:11:09.722Z,2.89174,1.00218,-1.41826,-2.31221
2008-08-13T01:11:12.732Z,2.86992,1.02754,-1.36615,-2.30527
2008-08-13T01:11:15.742Z,2.90046,1.03285,-1.33472,-2.35890
2008-08-13T01:11:18.752Z,2.94602,1.06183,-1.42212,-2.35141
2008-08-13T01:11:21.763Z,2.85908,0.995972,-1.41294,-2.27728
2008-08-13T01:11:24.773Z,2.96632,1.02613,-1.52863,-2.32582
2008-08-13T01:11:27.783Z,2.95295,1.00654,-1.60260,-2.26682
2008-08-13T01:11:30.794Z,2.82760,0.890144,-1.35766,-2.31511
2008-08-13T01:11:33.804Z,2.91250,0.914357,-1.59758,-2.25707
2008-08-13T01:11:36.814Z,2.86735,0.898047,-1.35183,-2.36384
2008-08-13T01:11:39.824Z,2.95927,0.963716,-1.54598,-2.33205
2008-08-13T01:11:42.835Z,2.87839,0.928433,-1.36761,-2.35644
2008-08-13T01:11:45.845Z,3.00545,1.00283,-1.68584,-2.27706
2008-08-13T01:11:48.855Z,2.86069,0.788494,-1.44542,-2.33936
2008-08-13T01:11:51.866Z,2.95217,0.824909,-1.68479,-2.27954
2008-08-13T01:11:54.876Z,2.86825,0.849117,-1.38149,-2.36587
2008-08-13T01:11:57.886Z,2.91143,0.938623,-1.58345,-2.25568
2008-08-13T01:12:00.896Z,2.85251,0.759923,-1.51446,-2.29472
2008-08-13T01:12:03.907Z,2.93886,0.699386,-1.62724,-2.34518
2008-08-13T01:12:06.917Z,2.89375,0.730390,-1.47630,-2.37925
2008-08-13T01:12:09.927Z,2.98802,0.834273,-1.60629,-2.37741
2008-08-13T01:12:12.937Z,2.87646,0.939399,-1.38559,-2.33917
2008-08-13T01:12:15.948Z,2.95476,0.968032,-1.65053,-2.25151
2008-08-13T01:12:18.958Z,2.85304,0.750789,-1.54426,-2.27846
2008-08-13T01:12:21.968Z,2.90505,0.781062,-1.56564,-2.31906
2008-08-13T01:12:24.979Z,2.85979,0.740267,-1.37586,-2.39529
2008-08-13T01:12:27.989Z,2.81790,0.817318,-1.36846,-2.32377
2008-08-13T01:12:30.999Z,2.84117,0.869386,-1.31948,-2.36123
2008-08-13T01:12:34.009Z,2.84519,0.906741,-1.24236,-2.39362
2008-08-13T01:12:37.020Z,2.85658,0.794934,-1.45966,-2.32326
2008-08-13T01:12:40.030Z,2.87074,0.840755,-1.26421,-2.43640
2008-08-13T01:12:43.040Z,2.88725,0.939030,-1.35867,-2.36821
2008-08-13T01:12:46.051Z,2.96646,1.04205,-1.20598,-2.50193
2008-08-13T01:12:49.061Z,2.85674,0.965694,-1.34028,-2.33068
2008-08-13T01:12:52.071Z,2.87033,0.888777,-1.30398,-2.39760
2008-08-13T01:12:55.081Z,2.79910,0.820559,-1.16937,-2.40711
2008-08-13T01:12:58.092Z,2.79916,0.860773,-1.10099,-2.42532
2008-08-13T01:13:01.102Z,2.85260,0.780468,-1.64723,-2.19428
2008-08-13T01:13:04.112Z,2.78519,0.813078,-1.54392,-2.17083
2008-08-13T01:13:07.123Z,2.76310,0.862716,-1.46679,-2.17692
2008-08-13T01:13:10.133Z,2.76626,0.858191,-1.45233,-2.19236
2008-08-13T01:13:13.143Z,2.79182,0.750305,-1.60570,-2.15708
2008-08-13T01:13:16.153Z,2.79226,0.789786,-1.54763,-2.18582
2008-08-13T01:13:19.164Z,2.77884,0.853223,-1.57856,-2.12182
2008-08-13T01:13:22.174Z,2.84841,0.830998,-1.44930,-2.30704
2008-08-13T01:13:25.184Z,2.85909,0.836941,-1.64088,-2.18665
2008-08-13T01:13:28.195Z,2.88121,0.720393,-1.55268,-2.31766
2008-08-13T01:13:31.205Z,2.89071,0.819984,-1.56445,-2.28830
2008-08-13T01:13:34.215Z,2.93934,1.04079,-1.52641,-2.28617
2008-08-13T01:13:37.225Z,2.89271,0.844055,-1.62890,-2.23653
2008-08-13T01:13:40.236Z,2.69410,0.820981,-1.04664,-2.34279
2008-08-13T01:13:43.246Z,2.84565,0.983135,-1.41324,-2.26582
2008-08-13T01:13:46.256Z,2.78894,0.881386,-1.13076,-2.39222
2008-08-13T01:13:49.267Z,2.76784,0.907589,-1.32062,-2.25681
2008-08-13T01:13:52.277Z,2.82328,0.852455,-1.50276,-2.23292
2008-08-13T01:13:55.287Z,2.85637,0.922259,-1.59702,-2.18124
2008-08-13T01:13:58.297Z,2.72013,0.943691,-1.17411,-2.26496
2008-08-13T01:14:01.308Z,2.77474,0.963552,-1.17099,-2.32369
2008-08-13T01:14:04.318Z,2.63314,0.799274,-1.11289,-2.24857
2008-08-13T01:14:07.328Z,2.83487,0.939878,-1.38174,-2.28996
2008-08-13T01:14:10.339Z,2.72122,0.889382,-1.06348,-2.34159
2008-08-13T01:14:13.349Z,2.81553,1.04577,-1.17555,-2.33489
2008-08-13T01:14:16.359Z,2.69721,0.974640,-1.06104,-2.28018
2008-08-13T01:14:19.369Z,2.83768,0.889078,-1.54591,-2.20729
2008-08-13T01:14:22.380Z,2.86651,0.796031,-1.31018,-2.42211
2008-08-13T01:14:25.390Z,2.92242,0.922866,-1.28726,-2.45597
2008-08-13T01:14:28.400Z,2.83535,1.33502,-0.713970,-2.39733
2008-08-13T01:14:31.411Z,2.89530,1.69669,-0.631559,-2.25945
2008-08-13T01:14:34.421Z,2.86591,1.70226,-0.585087,-2.23012
2008-08-13T01:14:37.431Z,2.83566,1.67336,-0.715075,-2.17474
2008-08-13T01:14:40.441Z,2.97563,1.72427,-0.636922,-2.34000
2008-08-13T01:14:43.452Z,2.93498,1.61777,-0.714369,-2.34234
2008-08-13T01:14:46.462Z,2.90609,1.55628,-0.775279,-2.32859
2008-08-13T01:14:49.472Z,3.00582,1.66243,-0.822058,-2.36548
2008-08-13T01:14:52.483Z,2.89456,1.58043,-0.890725,-2.25551
2008-08-13T01:14:55.493Z,2.95602,1.47478,-0.930997,-2.38670
2008-08-13T01:14:58.503Z,2.85282,1.29489,-1.07810,-2.30207
2008-08-13T01:15:01.513Z,2.91782,1.46330,-0.765546,-2.40549
2008-08-13T01:15:04.524Z,2.88005,1.55983,-0.855875,-2.26475
2008-08-13T01:15:07.534Z,2.90337,1.53740,-0.814073,-2.32449
2008-08-13T01:15:10.544Z,2.87799,1.45622,-0.971723,-2.28430
2008-08-13T01:15:13.555Z,2.90274,1.45347,-0.833181,-2.37047
2008-08-13T01:15:16.565Z,2.84380,1.45540,-0.663861,-2.35124
2008-08-13T01:15:19.575Z,3.02220,1.67518,-0.831630,-2.37400
2008-08-13T01:15:22.585Z,2.93924,1.60335,-0.927489,-2.28214
2008-08-13T01:15:25.596Z,2.92751,1.59432,-0.936617,-2.26963
2008-08-13T01:15:28.606Z,2.82004,1.42112,-1.03539,-2.20477
2008-08-13T01:15:31.616Z,2.83646,1.44489,-0.980001,-2.23548
2008-08-13T01:15:34.626Z,2.89912,1.54049,-1.04777,-2.22126
2008-08-13T01:15:37.637Z,2.94447,1.52864,-0.968331,-2.32282
2008-08-13T01:15:40.647Z,2.92652,1.51631,-0.894502,-2.33777
2008-08-13T01:15:43.657Z,2.98578,1.49303,-0.889657,-2.42781
2008-08-13T01:15:46.668Z,2.91291,1.39035,-0.918504,-2.38921
2008-08-13T01:15:49.678Z,2.91960,1.47996,-0.878930,-2.35823
2008-08-13T01:15:52.688Z,2.99342,1.39664,-1.19199,-2.36413
2008-08-13T01:15:55.698Z,2.80816,1.35456,-0.847494,-2.30926
2008-08-13T01:15:58.709Z,2.94050,1.48972,-1.02592,-2.31836
2008-08-13T01:16:01.719Z,2.96360,1.59549,-0.792690,-2.36832
2008-08-13T01:16:04.729Z,2.93360,1.45690,-1.05247,-2.31856
2008-08-13T01:16:07.740Z,2.83959,1.32639,-0.914580,-2.33827
2008-08-13T01:16:10.750Z,2.97988,1.32299,-1.11714,-2.42516
2008-08-13T01:16:13.760Z,2.91383,1.27536,-1.02127,-2.41265
2008-08-13T01:16:16.770Z,2.91945,1.21900,-1.27293,-2.32742
2008-08-13T01:16:19.781Z,2.93615,1.25801,-1.10263,-2.41301
2008-08-13T01:16:22.791Z,3.00402,1.37952,-1.28775,-2.33725
2008-08-13T01:16:25.801Z,2.92101,1.25037,-1.09066,-2.40402
2008-08-13T01:16:28.812Z,3.03058,1.38854,-1.11462,-2.45234
2008-08-13T01:16:31.822Z,2.95272,1.47932,-0.638048,-2.47449
2008-08-13T01:16:34.832Z,3.02001,1.51730,-1.03185,-2.39866
2008-08-13T01:16:37.842Z,2.93086,1.33375,-0.599334,-2.54005
2008-08-13T01:16:40.853Z,2.94741,1.33505,-0.992233,-2.43317
2008-08-13T01:16:43.863Z,2.92527,1.34130,-0.642604,-2.51896
2008-08-13T01:16:46.873Z,2.96743,1.41978,-0.805564,-2.47809
2008-08-13T01:16:49.884Z,2.81110,1.18950,-0.589737,-2.47782
2008-08-13T01:16:52.894Z,2.80886,1.30452,-0.653971,-2.40005
2008-08-13T01:16:55.904Z,2.84075,1.34532,-0.734276,-2.39183
2008-08-13T01:16:58.914Z,2.79741,1.37581,-0.578287,-2.36605
2008-08-13T01:17:01.925Z,2.68653,1.36610,-0.488643,-2.26107
